abstract,doi,eid,link,scholar,scopus,title,year
"The Internet infrastructure and Internet-based business today still suffer from various attacks like Distributed Denial-of-Service (DDoS) attacks or worm propagations. A necessary first step in order to cope with such large-scale attacks is to provide an Internet-wide detection of such ongoing attacks, i.e., a detection that is not limited to single detection systems only. Therefore, collaborative detection systems were developed in the past. They, however, often rely on close trust relationships, which only rarely are available in the Internet. This means that the scope of detection is limited to only a small part of the Internet, mostly to a single administrative domain. This paper, therefore, introduces our newly developed collaborative attack detection that facilitates collaboration beyond domain boundaries without requiring close trust relationships. In-network detection systems are explicitly considered, too. Such systems are located on routers in the core of the Internet and are characterized by limited resources available for detection. Finally, a detailed simulative evaluation of our proposed solution is presented. © 2011 Elsevier B.V. All rights reserved.",10.1016/j.comnet.2011.08.015,2-s2.0-84655161362,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84655161362&origin=inward,,15.0,Collaborative anomaly-based detection of large-scale internet attacks,2012
"© 2018 IEEE.In general, a botnet is a collection of compromised internet computers, controlled by attackers for malicious purposes. To increase attacks' success chance and resilience against defence mechanisms, modern botnets have often a decentralized P2P structure. Here, IoT devices are playing a critical role, becoming one of the major tools for malicious parties to perform attacks. Notable examples are DDoS attacks on Krebs on Security and DYN, which have been performed by IoT devices part of botnets. We take a first step towards detecting P2P botnets in IoT, by proposing AutoBotCatcher, whose design is driven by the consideration that bots of the same botnet frequently communicate with each other and form communities. As such, the purpose of AutoBotCatcher is to dynamically analyze communities of IoT devices, formed according to their network traffic flows, to detect botnets. AutoBotCatcher exploits a Byzantine Fault Tolerant (BFT) blockchain, as a state transition machine that allows collaboration of multiple parties without trust, in order to perform collaborative and dynamic botnet detection by collecting and auditing IoT devices' network traffic flows as blockchain transactions. In this paper, we focus on the design of the AutoBotCatcher by first defining the blockchain structure underlying AutoBot-Catcher, then discussing its components.",10.1109/CIC.2018.00-46,2-s2.0-85059745481,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059745481&origin=inward,,7.0,AutoBotCatcher: Blockchain-based P2P botnet detection for the internet of things,2018
"A community network often operates within the same ISP (Internet Service Provider) domain or the network is administered by a virtual organization spanning across multiple network domains with an established trust relationship. To counter DDoS (distributed denial-of-service) attacks in such a federated network environment, the routers can work cooperatively to raise early warning to avoid catastrophic damages. This paper proposes a collaborative architecture to detect DDoS flooding attacks. The scheme appeals, in particular, to protect networked resource centers that work as a collaboration Grid. By monitoring the distribution of suspicious traffic changes over a number of attack-transit routers, we developed a new Change-Aggregation Tree (CAT) mechanism to enable early detection of DDoS attacks on community networks. We want to detect flooding attacks as early as possible. Here, we report preliminary NS-2 simulation results on a single-domain ISP core network to prove the effectiveness of the new collaborative CAT architecture for DDoS defense. The simulated system achieved a detection rate as high as 95% with less than 1% of false positive alarms. Extensions of this architecture to cross-domain DDoS defense are discussed with further research challenges identified. © 2006 IEEE.",10.1109/CTS.2006.27,2-s2.0-33845584261,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33845584261&origin=inward,,33.0,Collaborative change detection of DDoS attacks on community and ISP networks,2006
"Distributed Denial of Service (DDoS) attacks pose a significant threat to network applications. Many countermeasures have been proposed to tackle such attacks. This paper focuses on DDoS mitigation techniques, the practical way to filter attack traffic and keep victims alive. To rate limit attack traffic with as little normal traffic affected as possible, not just the amount of increased volume, but also how increased traffic is propagated in the network, denoted by traffic increasing patterns, is considered. In this paper, we propose unfair rate limiting (URL), in which traffic aggregates are given different priority by extracting increasing patterns and analyzing their relationship with DDoS attacks. Aggregates more likely to include attacks traffic are punished harder during mitigation. Two URL mechanisms are presented, Local URL (LoURL) and Collaborative URL (CoURL). LoURL works locally, while CoURL deals with locally indeterminate patterns based on global information, and thus achieves more effective mitigation. We evaluate the performance of proposed mechanisms through simulation. The simulation results show that both LoURL and CoURL can effectively mitigate DDoS attacks. CoURL outperforms LoURL with regard to the percentage of filtered attack traffic. © 2012 IEEE.",10.1109/ICCT.2012.6511301,2-s2.0-84878154150,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84878154150&origin=inward,,0.0,Unfair rate limiting for DDoS mitigation based on traffic increasing patterns,2012
"The Denial-of-Service (DoS) attack is a challenging problem in the current Internet. Many schemes have been proposed to trace spoofed (forged) attack packets back to their sources. Among them, hop-by-hop schemes are less vulnerable to router compromise than packet marking schemes, but they require accurate attack signatures, high storage or bandwidth overhead, and cooperation of many ISPs. In this paper, we propose honeypot back-propagation, an efficient hop-by-hop traceback mechanism, in which accurate attack signatures are obtained by a novel leverage of the roaming honeypots scheme. The reception of attack packets by a roaming honeypot (a decoy machine camouflaged within a server pool) triggers the activation of a tree of honeypot sessions rooted at the honeypot under attack toward attack sources. The tree is formed hierarchically, first at Autonomous system (AS) level and then at router level. Honeypot back-propagation supports incremental deployment by providing incentives for ISPs even with partial deployment. Against low-rate attackers, most traceback schemes would take a long time to collect the needed number of packets. To address this problem, we also propose progressive back-propagation to handle low-rate attacks, such as on-off attacks with short bursts. Analytical and simulation results demonstrate the effectiveness of the proposed schemes under a variety of DDoS attack scenarios. © 2006 Elsevier Inc. All rights reserved.",10.1016/j.jpdc.2006.04.016,2-s2.0-33746954566,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33746954566&origin=inward,,10.0,Honeypot back-propagation for mitigating spoofing distributed Denial-of-Service attacks,2006
"© 2018 Association for Computing Machinery.Network attacks, including Distributed Denial-of-Service (DDoS), continuously increase in terms of bandwidth along with damage (recent attacks exceed 1.7 Tbps) and have a devastating impact on the targeted companies/governments. Over the years, mitigation techniques, ranging from blackholing to policy-based filtering at routers, and on to traffic scrubbing, have been added to the network operator’s toolbox. Even though these mitigation techniques provide some protection, they either yield severe collateral damage, e.g., dropping legitimate traffic (blackholing), are cost-intensive, or do not scale well for Tbps level attacks (ACL filtering, traffic scrubbing), or require cooperation and sharing of resources (Flowspec). In this paper, we propose Advanced Blackholing and its system realization Stellar. Advanced blackholing builds upon the scalability of blackholing while limiting collateral damage by increasing its granularity. Moreover, Stellar reduces the required level of cooperation to enhance mitigation effectiveness. We show that fine-grained blackholing can be realized, e.g., at a major IXP, by combining available hardware filters with novel signaling mechanisms. We evaluate the scalability and performance of Stellar at a large IXP that interconnects more than 800 networks, exchanges more than 6 Tbps traffic, and witnesses many network attacks every day. Our results show that network attacks, e.g., DDoS amplification attacks, can be successfully mitigated while the networks and services under attack continue to operate untroubled.",10.1145/3281411.3281413,2-s2.0-85060369499,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060369499&origin=inward,,5.0,Stellar: Network Attack Mitigation using Advanced Blackholing,2018
© IJSTR 2020.This paper is a collaboration of better-decentralized network algorithms and protocols and some better consensus algorithms other than the Proof of Work algorithm. By using this we can develop a Decentralized peer to peer network without any centralized system for node identification.,,2-s2.0-85078736010,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078736010&origin=inward,,0.0,Study of decentralized networks,2020
"Large-scale botnet attacks against Internet links using low-rate flows cannot be effectively countered by any of the traditional rate-limiting and flow-filtering mechanisms deployed in individual routers. In this paper, we present a collaborative defense mechanism, called CoDef, which enables routers to distinguish low-rate attack flows from legitimate flows, and protect legitimate traffic during botnet attacks. CoDef enables autonomous domains that are uncontaminated by bots to collaborate during link flooding attacks and reroute their customers' legitimate traffic in response to requests from congested routers. Collaborative defense using multi-path routing favors legitimate traffic while limiting the bandwidth available to attack traffic at a congested link. We present CoDef's design and evaluate its effectiveness by exploring the domain-level pathdiversity of the Internet and performing simulations under various traffic conditions. Copyright 2013 ACM.",10.1145/2535372.2535398,2-s2.0-84893403269,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84893403269&origin=inward,,46.0,CoDef: Collaborative defense against large-scale link-flooding attacks,2013
"© 2019 IEEE.The recent proliferation of Internet of Things (IoT) is paving the way for the emergence of smart cities, where billions of IoT devices are interconnected to provide novel pervasive services and automate our daily lives tasks (e.g., smart healthcare, smart home). However, as the number of insecure IoT devices continues to grow at a rapid rate, the impact of Distributed Denial-of-Service (DDoS) attacks is growing rapidly. With the advent of IoT botnets such as Mirai, the view towards IoT has changed from enabler of smart cities into a powerful amplifying tool for cyberattacks. This motivates the development of new techniques to provide flexibility and efficiency of decision making on the attack collaboration in a software defined networks (SDN) context. The new emerging technologies, such as SDN and blockchain, introduce new opportunities for low-cost, efficient and flexible DDoS attacks collaboration for the IoT based environment. In this paper, we propose Co-IoT, a blockchain-based framework for collaborative DDoS mitigation; it uses the concept of smart contracts (i.e., Ethereum's smart contracts) to facilitate the collaboration among SDN-based domains and transfer attacks information in a decentralized manner. The implementation of Co-IoT is deployed on Ethereum official test network Ropsten [1]. The experimental results confirm that Co-IoT achieves flexibility, efficiency, security and cost effectiveness making it a promising approach to mitigate large scale DDoS attacks.",10.1109/GLOBECOM38437.2019.9013542,2-s2.0-85081986264,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081986264&origin=inward,,0.0,Co-IoT: A collaborative DDoS mitigation scheme in IoT environment based on blockchain using SDN,2019
"Coordinated attacks, such as large-scale stealthy scans, worm outbreaks and distributed denial-of-service (DDoS) attacks, occur in multiple networks simultaneously. Such attacks are extremely difficult to detect using isolated intrusion detection systems (IDSs) that monitor only a limited portion of the Internet. In this paper, we summarize the current research directions in detecting such attacks using collaborative intrusion detection systems (CIDSs). In particular, we highlight two main challenges in CIDS research: CIDS architectures and alert correlation algorithms. We review the current CIDS approaches in terms of these two challenges. We conclude by highlighting opportunities for an integrated solution to large-scale collaborative intrusion detection. Crown Copyright © 2009.",10.1016/j.cose.2009.06.008,2-s2.0-71749107086,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=71749107086&origin=inward,,240.0,A survey of coordinated attacks and collaborative intrusion detection,2010
"In this paper, it is advocated that defenders should take active action to stop DDoS attacks. We propose a new model based on Differential Games theory. Four main actors are included, Attacker, Defender, Victim, and Botnet. It is our belief that Victims who experience an attack should cooperate with Defender to defend for a DDoS-attack. The model indicates the minimum number of Bots that should blocked by Defender. A Differential Games model is used to determine how a Defender combats an Attacker and protect the servers. The feasibility and effectiveness of our approach is validated by measuring the performance of an experimental prototype against a series of attacks. The advantages of the scheme are discussed and further research directions are given. © 2008 IEEE.",10.1109/MUE.2008.53,2-s2.0-51249092437,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=51249092437&origin=inward,,0.0,DG-Based active defense strategy to Defend against DDoS,2008
"© 2019 IEEE.The Cloud Computing paradigm has emerged as suitable technical and business solution for enterprises of any size, due to its offering of managed and serviced resources, and a business model based on on-demand, self-service, and pay-by-use approach. In general, the cloud offers better cybersecurity control, compared to individual systems, because of its vast amount of resources (computation, memory, storage and bandwidth), and high level of automation. However, selected cloud services, and individual cloud customers are still vulnerable to attacks, especially to Denial of Service, which could also be performed to trigger economical loss, rather than performance degradations. In this paper, we envision a collaborative approach between the cloud and its access points, such as mobile networks, to effectively detect such attacks, at the edge of the global system. The idea of protecting the system at the edge is demonstrated with two Denial of Service detection controls, lightweight in design, that could be placed at the very edge of a mobile network. The two controls are implemented and evaluated in a simulation environment, in the scope of a mobile network.",10.1109/ICFC.2019.00016,2-s2.0-85072915490,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072915490&origin=inward,,0.0,Detecting and mitigating storm attacks in mobile access to the cloud,2019
"© 2017 IEEE.In this paper we propose a collaborative distributed denial of service (DDoS) attack mitigation scheme using SDN. We design a secure controller-to-controller (C-to-C) protocol that allows SDN-controllers lying in different autonomous systems (AS) to securely communicate and transfer attack information with each other. This enables efficient notification along the path of an ongoing attack and effective filtering of traffic near the source of attack, thus saving valuable time and network resources. We developed and deployed a prototype of the proposed scheme in our lab to evaluate the performance and efficiency. Based on the experimental results we showed that our SDN based collaborative scheme is capable of efficiently mitigating DDoS attacks in real time with very small computational footprints.",10.1109/NetSys.2017.7903962,2-s2.0-85019231869,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019231869&origin=inward,,4.0,Leveraging SDN for collaborative DDoS mitigation,2017
"© 2019 IEEE.Mobile edge computing (MEC), as an enabling paradigm allowing mobile services to be performed at the edge of mobile networks, has been commonly expected to facilitate real-time services and offload backhaul traffic. However, the security issues raised by innovations in networks always hesitate us to embrace their benefits, and so MEC does. DDoS attacks originating from massive mobile devices in 5G, especially the vulnerable internet-of-things devices, is an unavoidable threat for MEC services. Unfortunately, each MEC node is hard to maintain service availability in the wake of DDoS attacks, owing to its limited hardware resources for defense. Therefore, we are motivated to study the cooperative defense against DDoS attacks for MEC, where defense resources can be shared between MEC nodes. Specifically, we purpose a global orchestration (GO) mechanism to make full use of freedom degrees of cooperative defense with respect to the number of cooperative participants and the amount of cooperative resource. In the process of designing the GO mechanism, we formulate the optimization problem of GO, and exploit the bucket elimination algorithm to find the optimal solutions. To make the GO mechanism practically usable, we propose a scalable approximation algorithm based on the mini-bucket elimination algorithm. Extensive simulations are carried out to validate the effectiveness of GO.",10.1109/WCNC.2019.8885499,2-s2.0-85074801619,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074801619&origin=inward,,0.0,Global Orchestration of Cooperative Defense against DDoS Attacks for MEC,2019
"Nowadays we see an increasing number of global network attacks. These attacks are realized due to joint efforts of many distributed malicious software components (bots). It is very hard to investigate the effectiveness and efficiency of defense mechanisms against such attacks in practice. However these mechanisms might be simulated with the necessary fidelity. The paper outlines a framework and software tool intended for simulation of the Internet attacks and defense mechanisms against them. They are based on packet-level simulation and agent-oriented approach and intended to evaluate and compare different cooperative distributed defense mechanisms. The paper describes the simulation framework and software tool developed and their usage to analyze cooperative defense mechanisms against DDoS (Distributed Denial of Service) attacks. We investigate as mechanisms based on partial cooperation of distributed defense components, including DefCOM (Defensive Cooperative Overlay Mesh) and COSSACK (coordinated suppression of simultaneous attacks) as well as the approach based on full cooperation. © 2008 IEEE.",10.1109/PDP.2008.65,2-s2.0-47349089491,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=47349089491&origin=inward,,1.0,Packet level simulation of cooperative distributed defense against internet attacks,2008
"A key advantage of SSL VPN is that no specialized client software is required. When a user requests access to a server, the SSL client module, which is a Java applet code, is downloaded into the host at first. However, it is quite likely that not all applications run well, because a client can not connect with a server through an HTTPS tunnel in some applications as we know. Moreover, there is the possibility that we can not use the VPN connections when the SSL port is under Denial of Service (DoS) or Distributed DoS (DDoS) attack. In this paper, we propose a port randomized VPN architecture such that any application can use the VPN and the VPN has strength against DoS or DDoS attack. The proposed VPN uses the same Java applet as existing SSL VPNs use, but the function of the applet, which we call mobile code, is dynamically changed by Java Remote Method Invocation (RMI). The VPN client applet can cooperate with a VPN server and a firewall in server side.",,2-s2.0-3042526352,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3042526352&origin=inward,,5.0,Port randomized VPN by mobile codes,2004
"With the development of network communication and collaboration, distributed denial-of-service (DDos) attack increasingly becomes one of the hardest and most annoying network security problems to address. In this paper, we present a new framework to detect the DDos attacks according to the packet flows of specific protocols. Our aim is to detect the attacks as early as possible and avoid the unnecessary false positive. A Gaussian parametrical mixture model is utilized to estimate the normal behavior and a queue model is adopted for detecting the attacks. Experiments verify that our proposed approach is effective and has reasonable accuracy. © 2005 IEEE.",10.1109/ISCST.2005.1553301,2-s2.0-33845482492,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33845482492&origin=inward,,3.0,A queue model to detect DDos attacks,2005
"Cyber attacks are increasing in frequency, impact, and complexity, which demonstrate extensive network vulnerabilities with the potential for serious damage. Defending against cyber attacks calls for the distributed collaborative monitoring, detection, and mitigation. To this end, we develop a network sensor-based defense framework, with the aim of handling network security awareness, mitigation, and prediction. We implement the prototypical system and show its effectiveness on detecting known attacks, such as port-scanning and distributed denial-of-service (DDoS). Based on this framework, we also implement the statistical-based detection and sequential testing-based detection techniques and compare their respective detection performance. The future implementation of defensive algorithms can be provisioned in our proposed framework for combating cyber attacks. © 2012 Copyright Society of Photo-Optical Instrumentation Engineers (SPIE).",10.1117/12.918792,2-s2.0-84864346736,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84864346736&origin=inward,,0.0,On effectiveness of network sensor-based defense framework,2012
"Distributed denial of service (DDoS) attacks on the Internet have become an immediate problem. As DDoS streams do not have common characteristics, currently available intrusion detection systems (IDS) cannot detect them accurately. As a result, defend DDoS attacks based on current available IDS will dramatically affect legitimate traffic. In this paper, we propose a distributed approach to defend against distributed denial of service attacks by coordinating across the Internet. Unlike traditional IDS, we detect and stop DDoS attacks within the intermediate network. In the proposed approach, DDoS defence systems are deployed in the network to detect DDoS attacks independently. A gossip based communication mechanism is used to exchange information about network attacks between these independent detection nodes to aggregate information about the overall network attacks observed. Using the aggregated information, the individual defence nodes have approximate information about global network attacks and can stop them more effectively and accurately. To provide reliable, rapid and widespread dissemination of attack information, the system is built as a peer to peer overlay network on top of the internet. Copyright © 2006, Australian Computer Society Inc.",,2-s2.0-33644696610,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33644696610&origin=inward,,35.0,Cooperative defence against DDoS attacks,2006
"© 2019 Elsevier B.V.In the context of future networking technologies, Software-Defined paradigm offers compelling solutions and advantages for traffic orchestration and shaping, flexible and dynamic routing, programmable control and smart application-driven resource management. But the SDN operation has to confront critical issues and technical vulnerabilities, security problems and threats in the enabling technical architecture itself. To address the critical security problems in SDN enabled data centers, we propose a collaborative “Network Security and Intrusion Detection System(NIDS)” scheme called ‘VARMAN: adVanced multi-plAne secuRity fraMework for softwAre defined Networks’. The SDN security scheme comprises of coarse-grained flow monitoring algorithms on the dataplane for rapid anomaly detection and prediction of network-centric DDoS/botnet attacks. In addition, this is combined with a fine-grained hybrid deep-learning based classifier pipeline on the control plane. It is observed that existing ML-based classifiers improve the accuracy of NIDS, however, at the cost of higher processing power and memory requirement, thus unrealistic for real-time solutions. To address these problems and still achieve accuracy and speed, we designed a hybrid model, combining both deep and shallow learning techniques, that are implemented in an improved SDN stack. The data plane deploys attack prediction and behavioral trigger mechanisms, efficient data filtering, feature selection, and data reduction techniques. To demonstrate the practical feasibility of our security scheme in real modern datacenters, we utilized the popular NSL-KDD dataset, most recent CICIDS2017 dataset, and refined it to a balanced dataset containing a comparable number of normal traffic and malware samples. We further augmented the training by organically generating datasets from lab-simulated and public-network hosted hackathon websites. The results show that VARMAN framework is capable of detecting attacks in real-time with accuracy more than 98% under attack intensities up to 50k packets/second. In a multi-controller interconnected SDN domain, the flow setup time improves by 70% on an average, and controller response time reduces by 40%, without incurring additional latency due to security intelligence processing overhead in SDN stack. The comparisons of VARMAN under similar attack scenarios and test environment, with related recent works that utilized ML-based NIDS, demonstrate that our scheme offers higher accuracy, less than 5% false positive rate for various attack intensities and significant training space/time reduction.",10.1016/j.comcom.2019.09.014,2-s2.0-85072873993,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072873993&origin=inward,,0.0,VARMAN: Multi-plane security framework for software defined networks,2019
"© 2019 IEICE.Recently Distributed Denial-of-Service (DDoS) are becoming more and more sophisticated, which makes the existing defence systems not capable of tolerating by themselves against wide-ranging attacks. Thus, collaborative protection mitigation has become a needed alternative to extend defence mechanisms. However, the existing coordinated DDoS mitigation approaches either they require a complex configuration or are highly-priced. Blockchain technology offers a solution that reduces the complexity of signalling DDoS system, as well as a platform where many autonomous systems (Ass) can share hardware resources and defence capabilities for an effective DDoS defence. In this work, we also used a Deep learning DDoS detection system; we identify individual DDoS attack class and also define whether the incoming traffic is legitimate or attack. By classifying the attack traffic flow separately, our proposed mitigation technique could deny only the specific traffic causing the attack, instead of blocking all the traffic coming towards the victim(s).",10.23919/APNOMS.2019.8892947,2-s2.0-85075315748,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075315748&origin=inward,,0.0,A Collaborative DDoS Mitigation Solution Based on Ethereum Smart Contract and RNN-LSTM,2019
"The main objective of this paper is to propose Adaptive Distributed Critical-Care Extensive Response Network (AD-CERN) which includes self-management and self-defense in the network. The proposed network has the following considerations. (1) Dynamic coevolution is elucidated with interaction between independent rational strategies and structure of overlay network. (2) Evolutionary Game Theory (EGT) specific to overlay network is adopted with the combination of network reciprocity and group selection mechanism. (3) The cooperative efficient network structure is put forth by the multinode link-formation game. In this network, each node will be trained independently based on Naïve Bayes classification algorithm to react against any critical services in the network. The proposed network's significant characteristics are self-learning, independent training, collaborative detection, reaction to critical services, protecting the target machine before being collapsed, and maintaining the network performance without any hindrances. It controls the flow of high rate critical services such as Distributed Denial of Services (DDoS) flooding attacks and blocks the unwarranted services without any interruption to legitimate users. Hence, there is no doubt that this self-managed and self-defensive system will move from realm of fiction to real-time network engineering with high detection accuracy (98.3%), classification rate up to 99%, and improved clustering coefficient. © 2014 V. Akilandeswari and S. Mercy Shalinie.",10.1155/2014/754898,2-s2.0-84899565992,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899565992&origin=inward,,0.0,Design of an adaptive distributed critical-care extensive response network (AD-CERN) using cooperative overlay network,2014
"DDoS attack is one of the problems in the network security. Especially in high speed network, detection system has much more data to process. The detection strategy which is taken and the system processing ability influence the correction rate and response speed of DDoS detection directly. This paper proposes the DDoS detection system (DDES) in high speed network. DDES statistically analyzes the connection in danger state. DDES uses the distributed framework, many probes cooperation to analyze and process in order to enhance processing performance. Also, DDES can interdict the attack sources working in network edge service at the same time.",,2-s2.0-33744954211,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33744954211&origin=inward,,0.0,DDoS detection in high speed network,2006
"© Copyright 2016 Inderscience Enterprises Ltd.Cloud computing provides a scalable and cost-effective environment for users to store and process data through the internet. However, it also causes distributed denial-of-service (DDoS) attacks. DDoS attacks risk systems outage and intend to disable the service to legitimate users. In this paper, due to the nature of its large-scale and coordinated attacks, we propose a collaborative prediction approach for detecting DDoS. Our approach provides a clean and direct solution to attack defense. The DDoS attacks follow certain patterns when employing a large number of compromised machines to request for service from the servers in the victim system. So we construct an attackerserver utility matrix by the number of packets and adopt matrix factorisation to detect potential attackers collaboratively.We derive the latent attacker vectors and latent server vectors to predict the unknown entries in the matrix. Experimental results on the NS-2 simulation networks demonstrate the superiority of our approach.",10.1504/IJAHUC.2016.10000397,2-s2.0-84989235018,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84989235018&origin=inward,,2.0,Collaborative 'many to many' DDoS detection in cloud,2016
"It is of strategic importance for our cyber space security to be able to trace back to the origin of an Internet attack. However, it is particularly challenging due to the evading techniques that attackers use: IP spoofing and attacking across stepping stones. A number of attack traceback methods have been proposed; most of them deal with DoS/DDoS attacks or do not perform well in a non-cooperate or hostile environment. In this contribution, we propose a single packet and host-based traceback scheme. It consists of two phases: Cross-Validation for coping with IP spoofing; and Pebble-Trace for uncovering original attack host location. Cross-Validation is the process that a validation server analyzes an attack packet and determines whether its source IP address is spoofedfor making a decision on the feasibility and strategy of traceback. If a source IP address is invalid, we can only black-list and block it. Otherwise, we propose a new technique called Pebble-Trace to uncover the attack original source by probing packets. While a probing packet from the validation server traverses through stepping stones to the attacker it spreads tracing packets on its way, which ""report"" the IP address of the machine that it traverses (or its payload passes) through back to the validation server. All the trace operations are done automatically and secretly to prevent the attacker from detecting and evading the process. ©2008 IEEE.",10.1109/THS.2008.4534481,2-s2.0-50649121097,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=50649121097&origin=inward,,4.0,Internet attack traceback - Cross-validation and pebble tracing,2008
"© 2015, King Fahd University of Petroleum & Minerals.With the increasing demand of data communication in Internet and electronic commerce environments, security of the data is the prime concern. Large-scale collaborative wireless mobile ad hoc networks may face attacks and damages due to harsh behavior of the malicious nodes. To protect the systems from the intrusion of the attackers, security of the system has to be improvised. In researches involving the designing of the intrusion detection system (IDS), performance efficiency of the system is bound to be compromised. For an effective data communication process in the secured system, there is a need for better IDS without reducing the performance metrics. Intrusion detection is the progression of monitoring node movements and data transmission events that occur in a system for possible intrusions. Distributed denial of service (DDOS) attacks are the primary threat for security in the collaborative wireless Mobile Ad hoc networks. The attacks due to DDOS are much severe when compared to the non DDOS attacks. So proper preventive measures are necessary to detect and revoke such attacks. Our proposed approach involves trust-based evaluation wherein the intrusion detection is done using secured trust evaluation policies. In this paper, a novel IDS is designed using the trust evaluation metrics. This is used for the detection of the flooding DDOS attacks in the networked architecture. The proposed system combines the existing Firecol-based security procedures with Dynamic Growing Self-Organizing Tree Algorithm in the trust evaluation-based environment. Simulation results show that the Trust-based IDS is found to be better in terms of Security metrics viz. Detection probability and Performance metrics viz. Packet Data Ratio, Average Delay, Throughput and Energy Consumption.",10.1007/s13369-015-1822-7,2-s2.0-84946605410,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84946605410&origin=inward,,7.0,A Novel Intrusion Detection System Based on Trust Evaluation to Defend Against DDoS Attack in MANET,2015
"© 2019, Springer Science+Business Media, LLC, part of Springer Nature.DDoS botnet attacks such as Advanced Persistent & Ransom DoS assaults, Botnets and Application DDoS flood attacks are examples of multi-vector, sophisticated application-layer attacks. Conventional IT security approaches are centralized and have limitations in terms of scale, network-wide monitoring and resources for distributed detection. This paper proposes a newer approach that integrates multi-layer cooperative security intelligence on to a converged Software-Defined-Networking/Network-Function-Virtualization architecture in typical Multi-access Edge Computing (MEC) scenario. The key features of framework include: a) distributed lightweight real-time DDoS Threat Analytics and Response Framework (DTARS), to identify DDoS/botnets closer to the source of attacks b) behavioral monitoring and profiling functions in data plane and validation of control plane operations, c) advanced correlation, signature, and anomaly detection techniques, d) real-time threat analytics system e) scalable and agile mitigation mechanisms based on a stateful-data plane and security-aware SDN stack. We evaluate the performance of DTARS framework within three practical MEC case studies: SDN enabled Mobile LTE MEC network, SDN enabled IoT MEC network and Software-Defined Datacenter Edge network. In comparison to legacy MEC network, DTARS incurs about 60% less overhead than the Legacy LTE and 40% lesser than a prior OVS SDN based MEC-LTE solution, detection speed that was about 10x faster, detection accuracy of about 96% at different attack intensities and improves the overall end-to-end connection management performance under rapid scaling of end users.",10.1007/s11036-019-01389-2,2-s2.0-85074680513,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074680513&origin=inward,,1.0,SDNFV Based Threat Monitoring and Security Framework for Multi-Access Edge Computing Infrastructure,2019
Distributed Denial of Service (DDoS) attacks saturate networks. Such attacks overwhelm the target server with an immense volume of traffic that prevents normal users from from accessing the server. DDoS attacks can be countered by employing either local or global solutions. Local solutions can be implemented on the victim computer or its local network without an outsider's cooperation. Global solutions require the cooperation of several Internet subnets.,10.1109/6294.869381,2-s2.0-0034229418,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034229418&origin=inward,,68.0,Defeating distributed denial of service attacks,2000
